ID,composition,source,temperature,target,log_target,family,ChemicalFamily
361,Li1.3Cr0.3Ge1.7(PO4)3,10.1016/0167-2738(88)90368-2,298.15,3.065e-05,-4.513569521145566,NASICON,Oxides
339,Li1.3In0.3Hf1.7(PO4)3,10.1016/0167-2738(86)90179-7,298.15,7.6e-05,-4.119186407719209,NASICON,Oxides
335,Li1.3Sc0.3Ti1.7(PO4)3,10.1016/0167-2738(86)90179-7,298.15,0.000681,-3.166852888087215,NASICON,Oxides
158,Li1.4S2.2P0.6,10.1016/j.jpowsour.2008.09.044,298.15,4.64e-05,-4.333482019445119,Glass,Sulphides
249,Li1.5Al0.5Ge1.5(PO4)3,10.1016/S0167-2738(97)00434-7,298.15,0.00028,-3.552841968657781,NASICON,Oxides
37,Li10GeP2S12,10.1016/j.ssi.2015.02.014,298.15,0.007015,-2.153972324635621,Thio-LISICON,Sulphides
44,Li3.25Ge0.25P0.75S4,10.1016/j.ssi.2015.02.014,298.15,0.002115,-2.674689628288939,Thio-LISICON,Sulphides
502,Li4P2S6,10.1016/j.ssi.2015.10.015,298.15,1.2858e-07,-6.8908265785745275,Glass,Sulphides
561,Li6PS5Br,10.1021/acsaem.8b00280,298.15,0.000442,-3.354577730650908,Argyrodite,Sulphides and Other Anions
17,Li7La3Zr2O12,10.1002/anie.200701144,298.0,0.00025631499999999996,-3.59122597740293,Garnet,Oxides
717,Li7P3S11,10.1021/acs.chemmater.7b04842,298.15,0.0020315000000000003,-2.6921831733375696,Thio-LISICON,Sulphides
387,LiZr2(PO4)3,10.1016/0167-2738(90)90188-W,298.15,1.675e-06,-5.775985188627136,NASICON,Oxides
