ID,composition,source,temperature,target,log_target,family,ChemicalFamily
771,Li6.75La3Zr1.875Te0.125O12 ,10.1016/j.jpowsour.2013.03.166,303.15,3.77E-05,-4.424235019,Garnet,Oxides
779,Li2.2Zn0.1Zr0.9S3,10.1016/j.ssi.2008.01.055,303.15,1.20E-04,-3.920818754,Thio-LISICON,Sulphides
802,Li6.7La3Zr1.7Ta0.3O12,10.1016/j.ceramint.2018.09.245,303.15,1.03E-03,-2.987162775,Garnet,Oxides
806,Li6.6La3Zr1.6Sb0.4O12,10.1039/C3CP50991E,303.15,7.70E-04,-3.113509275,Garnet,Oxides
807,Li6.4La3Zr1.4Sb0.6O12 ,10.1039/C3CP50991E,303.15,6.60E-04,-3.180456064,Garnet,Oxides
809,Li6La3ZrSbO12 ,10.1039/C3CP50991E,303.15,2.60E-04,-3.585026652,Garnet,Oxides
810,Li6.8La3Zr1.8Sb0.2O12 ,10.1039/C3CP50991E,303.15,5.90E-05,-4.229147988,Garnet,Oxides
840,Li6SrLa2Ta2O12,10.1002/adfm.200400044,303.15,7.00E-06,-5.15490196,Garnet,Oxides
853,"""(Li2S)9(LaOI)""",10.1016/j.ssi.2008.01.072,303.15,8.13E-09,-8.089909454,Glass,Sulphides and Other Anions
855,"""(AgI)0.5(LiPO3)0.5""",10.1016/j.ssi.2008.04.015,303.15,4.10E-08,-7.387216143,Glass,Oxides and Other Anions
857,"""(Li2S)2(LaOI)5""",10.1016/j.ssi.2008.01.072,303.15,6.92E-08,-7.159893906,Glass,Sulphides and Other Anions
858,"""(Li2S)(LaOI)""",10.1016/j.ssi.2008.01.072,303.15,2.75E-07,-6.560667306,Glass,Sulphides and Other Anions
862,"""(Li2S)7(LaOI)3""",10.1016/j.ssi.2008.01.072,303.15,2.88E-06,-5.540607512,Glass-Ceramic,Sulphides and Other Anions
893,Li4.4Al0.4Ge0.6S4,10.1021/acs.chemmater.8b03175,303.15,4.33E-05,-4.363512104,Thio-LISICON,Sulphides
894,Li4.4Al0.4Sn0.6S4,10.1021/acs.chemmater.8b03175,303.15,4.39E-06,-5.35753548,Thio-LISICON,Sulphides
895,Li4.4Ga0.4Ge0.6S4,10.1021/acs.chemmater.8b03175,303.15,1.63E-05,-4.787812396,Thio-LISICON,Sulphides
896,Li4.4Ga0.4Sn0.6S4,10.1021/acs.chemmater.8b03175,303.15,3.20E-06,-5.494850022,Thio-LISICON,Sulphides
927,Li0.022 La0.118 Ti0.2 Al0.004 O0.631,10.1007/BF02378009,303.15,8.91E-04,-3.049976093,Perovskite,Oxides
930,Li2ZrS3,10.1016/j.ssi.2008.01.055,303.15,7.30E-06,-5.13667714,Thio-LISICON,Sulphides
931,Li0.022 La0.115 Ti0.165 Al0.055 O0.618,10.1007/BF02378009,303.15,5.25E-04,-3.280006174,Perovskite,Oxides
